"","X","id","fonte_de_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_agente_financiador","modalidade_financiamento","nome_agente_executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","natureza_financiamento","p.d_ou_demonstracao","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2020","motor","categorias","cat2","existe"
"1937",1937,"ANEEL-PD-05161-0018","ANEEL","2021-02-11","2023-06-13",852,"Desenvolvimento de um sistema de telecomunicação com alta disponibilidade de dados, de baixo custo e consumo de energia para a Telemetria da hidrologia, utilizando a tecnologia LORA","EM EXECUÇÃO",3103829.26,0,"LIGHT ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"desenvolvimento de um sistema de telecomunicacao com alta disponibilidade de dados, de baixo custo e consumo de energia para a telemetria da hidrologia, utilizando a tecnologia lora geracao gestao de bacias e reservatorios","3.1",NA,"não"
"1938",1938,"ANEEL-PD-06491-0403","ANEEL","2021-02-23","2024-02-23",1095,"CABEÇA DE SÉRIE DE EQUIPAMENTO PARA ANÁLISE E DIAGNÓSTICO DE BANCOS DE CAPACITORES DE ALTA TENSÃO - MEDCAP","EM EXECUÇÃO",6628059.71,0,"COPEL GERAÇÃO E TRANSMISSÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"cabeca de serie de equipamento para analise e diagnostico de bancos de capacitores de alta tensao - medcap transmissao seguranca","3.1",6.2,"sim"
"1939",1939,"ANEEL-PD-06904-0001","ANEEL","2021-03-03","2023-09-02",913,"Uma Análise sobre Revisão de Receita em Contratos de Transmissão Licitados e Leilões de Transmissão","EM EXECUÇÃO",2723520,0,"INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"uma analise sobre revisao de receita em contratos de transmissao licitados e leiloes de transmissao transmissao outros","nenhuma categoria encontrada",NA,"não"
"1940",1940,"ANEEL-PD-00394-1910","ANEEL","2021-03-05","2025-03-05",1461,"Desenvolvimento de veículos de passeio elétrico à bateria com modulo para extensão de autonomia a partir do uso de etanol com um pequeno motor flex.","EM EXECUÇÃO",5252730.38,0,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"desenvolvimento de veiculos de passeio eletrico a bateria com modulo para extensao de autonomia a partir do uso de etanol com um pequeno motor flex. geracao eficiencia energetica","""1.4"", ""3.4"", ""6.3""",NA,"não"
"1941",1941,"ANEEL-PD-00405-2101","ANEEL","2021-03-07","2022-11-05",608,"Plataforma de Prospecção de Perdas e Proteção de Receita por Imagens de Satélites - 4PRIS","EM EXECUÇÃO",1780337.78,0,"ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"plataforma de prospeccao de perdas e protecao de receita por imagens de satelites - 4pris distribuicao medicao, faturamento e combate a perdas comerciais","nenhuma categoria encontrada",NA,"não"
"1942",1942,"ANEEL-PD-00394-1603","ANEEL","2021-03-22","2026-03-22",1826,"Aplicabilidade de nova tecnologia em produtos de bioengenharia de solos para controle de erosão","EM ATRASO",12245408,0,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"aplicabilidade de nova tecnologia em produtos de bioengenharia de solos para controle de erosao geracao meio ambiente","nenhuma categoria encontrada",6.1,"sim"
"1943",1943,"ANEEL-PD-07130-6060","ANEEL","2021-03-26","2022-03-26",365,"Relé de Proteção com Monitoramento Ativo de Óleo e Gases e um Sistema Inteligente para Diagnóstico e Monitoramento de Transformadores e Reatores de Potência de Alta Tensão - Fase LP","EM EXECUÇÃO",2555199.05,0,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"rele de protecao com monitoramento ativo de oleo e gases e um sistema inteligente para diagnostico e monitoramento de transformadores e reatores de potencia de alta tensao - fase lp transmissao seguranca","""2.1"", ""3.1""",NA,"não"
"1944",1944,"ANEEL-PD-10381-0121","ANEEL","2021-03-31","2023-03-31",730,"Robô Autônomo para Inspeção em Galerias e Subestações","EM EXECUÇÃO",1634082,0,NA,"Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"robo autonomo para inspecao em galerias e subestacoes geracao seguranca","nenhuma categoria encontrada",NA,"não"
"1945",1945,"ANEEL-PD-00068-0052","ANEEL","2021-04-01","2023-04-01",730,"Desenvolvimento de Metodologia para identificar vocação social e econômica de faixas e propor modelo de gestão sustentável preventivo com o uso consultivo das faixas.","EM EXECUÇÃO",1903137.96,0,"COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"desenvolvimento de metodologia para identificar vocacao social e economica de faixas e propor modelo de gestao sustentavel preventivo com o uso consultivo das faixas. transmissao seguranca","nenhuma categoria encontrada",NA,"não"
"1946",1946,"ANEEL-PD-05707-2104","ANEEL","2021-04-05","2023-10-05",913,"Desenvolvimento de um dispositivo para supervisão, controle e proteção seletiva da rede de baixa tensão junto ao secundário do transformador de distribuição, aplicando conceitos de IoT e Smart Grid","CARREGADO",1841768,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"desenvolvimento de um dispositivo para supervisao, controle e protecao seletiva da rede de baixa tensao junto ao secundario do transformador de distribuicao, aplicando conceitos de iot e smart grid distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"1947",1947,"ANEEL-PD-05707-2105","ANEEL","2021-04-05","2023-04-05",730,"Sistema para fiscalização automática de irregularidades no uso compartilhado de postes de energia elétrica utilizando algoritmos de Deep Learning","CARREGADO",2363400,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"sistema para fiscalizacao automatica de irregularidades no uso compartilhado de postes de energia eletrica utilizando algoritmos de deep learning distribuicao outros","nenhuma categoria encontrada",NA,"não"
"1948",1948,"ANEEL-PD-05785-2108","ANEEL","2021-04-05","2022-10-04",547,"Motovibrador Linear para auxílio de manobra em seccionadores - Implementação de cabeça de série","CARREGADO",737500,0,"COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-T","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"motovibrador linear para auxilio de manobra em seccionadores - implementacao de cabeca de serie transmissao qualidade e confiabilidade dos servicos de energia eletrica","nenhuma categoria encontrada",NA,"não"
"1949",1949,"ANEEL-PD-05707-2112","ANEEL","2021-04-06","2023-04-06",730,"Determinação dos aspectos técnicos, econômicos e regulatórios do serviço ancilar de potência reativa prestado por GDs estrategicamente selecionadas, visando a regulação de tensão.","CARREGADO",1477322,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"determinacao dos aspectos tecnicos, economicos e regulatorios do servico ancilar de potencia reativa prestado por gds estrategicamente selecionadas, visando a regulacao de tensao. distribuicao planejamento de sistemas de energia eletrica","7.1",NA,"não"
"1950",1950,"ANEEL-PD-05707-2114","ANEEL","2021-04-06","2023-04-06",730,"Metodologia Aplicada a Ensaios para Diagnóstico da Segurança Proporcionada pelas Malhas de Terra de SE´s da CEEE. (Extensão P&D Contrato CEEE-D: 9945187)","CARREGADO",882582.63,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"metodologia aplicada a ensaios para diagnostico da seguranca proporcionada pelas malhas de terra de se´s da ceee. (extensao p&d contrato ceee-d: 9945187) distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"1951",1951,"ANEEL-PD-05707-2118","ANEEL","2021-04-06","2023-04-06",730,"Aplicação móvel para desenvolvimento rápido de projeto, especificação, execução e análise de sistemas de aterramento em redes de distribuição urbanas e rurais.","CARREGADO",935512,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"aplicacao movel para desenvolvimento rapido de projeto, especificacao, execucao e analise de sistemas de aterramento em redes de distribuicao urbanas e rurais. distribuicao supervisao, controle e protecao de sistemas de energia eletrica","""5.2"", ""6.2""",NA,"não"
"1952",1952,"ANEEL-PD-05785-2115","ANEEL","2021-04-08","2023-04-08",730,"Identificação de pontos críticos suscetíveis à ocorrência de descargas parciais em estator de hidroalternador","CARREGADO",1263193.84,0,"COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-T","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"identificacao de pontos criticos suscetiveis a ocorrencia de descargas parciais em estator de hidroalternador geracao qualidade e confiabilidade dos servicos de energia eletrica","nenhuma categoria encontrada",NA,"não"
"1953",1953,"ANEEL-PD-05707-2117","ANEEL","2021-04-08","2022-10-07",547,"Utilização de Big Data para geração de informações úteis para a tomada de decisão","CARREGADO",881580,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"utilizacao de big data para geracao de informacoes uteis para a tomada de decisao distribuicao medicao, faturamento e combate a perdas comerciais","nenhuma categoria encontrada",NA,"não"
"1954",1954,"ANEEL-PD-05707-2106","ANEEL","2021-04-09","2023-04-09",730,"Sistema integrado de gestão e previsão de demanda (SIGESPE) nos horizontes de curto e curtíssimo prazos usando conceitos de big data e fusão de dados de operação e climáticos.","CARREGADO",1336440,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"sistema integrado de gestao e previsao de demanda (sigespe) nos horizontes de curto e curtissimo prazos usando conceitos de big data e fusao de dados de operacao e climaticos. distribuicao operacao de sistemas de energia eletrica","4.2",NA,"não"
"1955",1955,"ANEEL-PD-05785-2110","ANEEL","2021-04-09","2023-04-09",730,"Projeto Piloto para Monitoramento em Tempo Real da Intensidade de Campo Elétrico Associado ao Risco de Descargas Atmosféricas em Instalações de Alta Tensão da CEEE-GT","CARREGADO",919176.63,0,"COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-T","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"projeto piloto para monitoramento em tempo real da intensidade de campo eletrico associado ao risco de descargas atmosfericas em instalacoes de alta tensao da ceee-gt transmissao supervisao, controle e protecao de sistemas de energia eletrica","""3.1"", ""6.2""",NA,"não"
"1956",1956,"ANEEL-PD-05707-2116","ANEEL","2021-04-09","2023-04-09",730,"Metodologia de otimização multi-objetivo para definição de faixa de segurança de linhas de subtransmissão.","CARREGADO",3337403.98,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"metodologia de otimizacao multi-objetivo para definicao de faixa de seguranca de linhas de subtransmissao. distribuicao planejamento de sistemas de energia eletrica","""6.2"", ""7.1""",NA,"não"
"1957",1957,"ANEEL-PD-05785-2119","ANEEL","2021-04-09","2024-04-08",1095,"Ferramenta computacional para estudo, análise e diagnóstico de transitórios de alta frequência em transformadores de potência","EM EXECUÇÃO",1975000,0,"COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-T","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"ferramenta computacional para estudo, analise e diagnostico de transitorios de alta frequencia em transformadores de potencia transmissao operacao de sistemas de energia eletrica","3.1",NA,"não"
"1958",1958,"ANEEL-PD-05707-2113","ANEEL","2021-04-09","2023-04-09",730,"Metodologia para análises preditivas e mitigatórias dos impactos nas redes de baixa tensão devido à conexão de recursos energéticos distribuídos aplicando técnicas de análise probabilística de riscos","CARREGADO",1291316,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"metodologia para analises preditivas e mitigatorias dos impactos nas redes de baixa tensao devido a conexao de recursos energeticos distribuidos aplicando tecnicas de analise probabilistica de riscos distribuicao planejamento de sistemas de energia eletrica","""6.2"", ""7.1""",NA,"não"
"1959",1959,"ANEEL-PD-05785-2107","ANEEL","2021-04-14","2023-04-14",730,"Desenvolvimento de metodologia para avaliação da degradação da isolação de transformadores de instrumentos e para-raios energizados por meio da medição ultrassônica de descargas parciais","EM EXECUÇÃO",1861196.05,0,"COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-T","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"desenvolvimento de metodologia para avaliacao da degradacao da isolacao de transformadores de instrumentos e para-raios energizados por meio da medicao ultrassonica de descargas parciais transmissao seguranca","6.2",NA,"não"
"1960",1960,"ANEEL-PD-07427-0321","ANEEL","2021-04-20","2024-01-19",1004,"Estratégias baseadas em SHM, Machine e Deep Learning para extração de padrões em estruturas críticas da UHE Belo Monte","EM EXECUÇÃO",120316.4,0,NA,"Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"estrategias baseadas em shm, machine e deep learning para extracao de padroes em estruturas criticas da uhe belo monte geracao seguranca","3.6",NA,"não"
"1961",1961,"ANEEL-PD-07427-0421","ANEEL","2021-04-20","2023-07-20",821,"Sistema confiável de monitoramento das condições dos taludes de montante das estruturas utilizando ultrassom, blockchain e machine learning","EM EXECUÇÃO",181076,0,NA,"Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"sistema confiavel de monitoramento das condicoes dos taludes de montante das estruturas utilizando ultrassom, blockchain e machine learning geracao seguranca","nenhuma categoria encontrada",NA,"não"
"1962",1962,"ANEEL-PD-00382-0107","ANEEL","2021-05-18","2023-05-18",730,"Postes de madeira: materiais poliméricos e compósitos para recuperação estrutural","EM EXECUÇÃO",2153594.14,0,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"postes de madeira: materiais polimericos e compositos para recuperacao estrutural distribuicao outros","nenhuma categoria encontrada",6.2,"sim"
"1963",1963,"ANEEL-PD-00382-0109","ANEEL","2021-05-18","2023-06-17",760,"Classificação de Lâmpadas Utilizadas em Iluminação Pública - Desenvolvimento de metodologia não invasiva e protótipo","EM EXECUÇÃO",3602328.8,0,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"classificacao de lampadas utilizadas em iluminacao publica - desenvolvimento de metodologia nao invasiva e prototipo distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1964",1964,"ANEEL-PD-05161-0013","ANEEL","2021-05-19","2023-05-19",730,"Monitoramento In Loco da Resistência e Impedância do Aterramento Elétrico de Subestações de Alta Tensão Energizadas","EM ATRASO",1986150.04,0,"LIGHT ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"monitoramento in loco da resistencia e impedancia do aterramento eletrico de subestacoes de alta tensao energizadas geracao outros","3.1",6.1,"sim"
"1965",1965,"ANEEL-PD-00385-0073","ANEEL","2021-05-25","2023-11-24",913,"SISTEMA INTELIGENTE PARA LAVAGEM DE ISOLADORES DA REDE DE DISTRIBUIÇÃO","EM EXECUÇÃO",12073698.68,0,"ELEKTRO REDES S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"sistema inteligente para lavagem de isoladores da rede de distribuicao distribuicao seguranca","nenhuma categoria encontrada",NA,"não"
"1966",1966,"ANEEL-PD-06491-0563","ANEEL","2021-05-31","2025-05-31",1461,"INTELIGÊNCIA ARTIFICIAL BASEADA EM AUTOMAÇÃO COGNITIVA E SIMILARITY MATCHING APLICADA EM ESTUDOS ELÉTRICOS DE TRANSMISSÃO E GERAÇÃO PARA EFICIÊNCIA DA GESTÃO DE OBRAS","CARREGADO",3314571.36,0,"COPEL GERAÇÃO E TRANSMISSÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"inteligencia artificial baseada em automacao cognitiva e similarity matching aplicada em estudos eletricos de transmissao e geracao para eficiencia da gestao de obras transmissao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",NA,"não"
"1967",1967,"ANEEL-PD-00068-0054","ANEEL","2021-06-02","2023-06-02",730,"Disponibilização de uma Plataforma Aberta para a Colaboração entre Centros de Operação PACCO do Setor Elétrico","EM EXECUÇÃO",1994751,0,"COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"disponibilizacao de uma plataforma aberta para a colaboracao entre centros de operacao pacco do setor eletrico transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"1968",1968,"ANEEL-PD-00068-0053","ANEEL","2021-06-02","2023-06-02",730,"Projeto de compreensão da jornada do processo de manutenção da ISA CTEEP por meio da abordagem do ágil e design","EM EXECUÇÃO",2102336,0,"COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"projeto de compreensao da jornada do processo de manutencao da isa cteep por meio da abordagem do agil e design transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
