"","id","titulo_projeto","categorias","cat2","existe"
"1563","ANEEL-PD-02866-0484","PLATAFORMA DE BIG DATA E INTELIGÊNCIA ARTIFICIAL PARA MAPEAMENTO DE VULNERABILIDADES EM DISTRIBUIÇÃO","6.2",7.1,"sim"
"1564","ANEEL-PD-02866-0504","PLATAFORMA INTEGRADA DE AUTORRECUPERAÇÃO CONSIDERANDO GERAÇÃO DISTRIBUÍDA, ESTIMAÇÃO DE DEMANDA, CORTE DE CARGA, DIRECIONAMENTO DE EQUIPES DE CAMPO E MUDANÇAS TOPOLÓGICAS VISANDO REDES INTELIGENTES.","6.2",NA,"não"
"1565","ANEEL-PD-04950-0608","Sistema de priorização de investimentos no segmento de distribuição sob a ótica dos conceitos regulatórios de Revisão Tarifária e retorno sobre o capital","nenhuma categoria encontrada",6.2,"sim"
"1566","ANEEL-PD-04951-0604","DE - CONTROLE DO MEXILHÃO DOURADO:BIOENGENHARIA E NOVOS MATERIAIS PARA APLICAÇÕES EM ECOSSISTEMAS E  USINAS HIDRELÉTRICAS-FASE 2","nenhuma categoria encontrada",6.1,"sim"
"1567","ANEEL-PD-04950-0593","PLAID-UNIVERCEMIG DIGITAL: plataforma digital para capacitação e treinamento de pessoal na área de Operação do Sistema Elétrico da CEMIG","nenhuma categoria encontrada",6.2,"sim"
"1568","ANEEL-PD-06072-0662","Sistema de Identificação Automática de Ativos por Inteligência Artificial e Visão Computacional","6.2",6.2,"sim"
"1569","ANEEL-PD-05012-0046","Desenvolvimento de metodologias multicritérios para criar escala de hierarquização de Transformadores e Reatores, para monitoramento on-line, suportadas por software experimental","nenhuma categoria encontrada",6.2,"sim"
"1570","ANEEL-PD-06072-0660","Desenvolvimento de inversor hibrido para sistema de geração e armazenamento de energia","""1.4"", ""6.3""",6.3,"sim"
"1571","ANEEL-PD-00394-1707","Desenvolvimento de metodologia utilizando o conceito BIM (Building Information Modeling) aplicada a projetos de subestações integrado à Sistema de Inteligência Geográfica (SIG) e ao Enterprise Resourc","7.1",7.1,"sim"
"1572","ANEEL-PD-00394-1708","Monitoração On-line de Buchas de Parede de Alta Tensão em Corrente Contínua (HVDC)","""3.1"", ""6.2""",6.2,"sim"
"1573","ANEEL-PD-00037-0033","Sistema online para o diagnóstico de falhas incipientes em transformadores de potência com redes neurais autoassociativas","6.2",6.2,"sim"
"1574","ANEEL-PD-00371-0034","FERRAMENTA DE INSPEcaO PARA DETECcaO DE FALHAS EM ISOLADORES ATRAVeS DA IDENTIFICAcaO DE DISTORcÕES HARMoNICAS E PRESENcA DE DESCARGAS PARCIAIS NA CORRENTE DE FUGA.","6.2",6.2,"sim"
"1575","ANEEL-PD-00371-0035","Projeção do Mercado de Energia Considerando Modelo de Previsão de Perdas Comerciais e Informações de Programas de Eficiência Energética e Geração Distribuída","""1.4"", ""7.1""",7.1,"sim"
"1576","ANEEL-PD-00371-0036","FERRAMENTA DE INSPEcaO PARA DETECcaO DE FALHAS EM ISOLADORES ATRAVeS DA IDENTIFICAcaO DE DISTORcÕES HARMoNICAS E PRESENcA DE DESCARGAS PARCIAIS NA CORRENTE DE FUGA.","6.2",6.2,"sim"
"1577","ANEEL-PD-00063-3049","CS3049 - DESENVOLVIMENTO DE TURBINAS REDUTORA DE PRESSÃO, COM FOCO EM DUAS TIPOLOGIAS SENDO I): 1 ESTÁGIO COM POTÊNCIA DE 500 KW E II) 2 ESTÁGIOS COM POTÊNCIA DE 260 KW","1.4",1.4,"sim"
"1578","ANEEL-PD-04951-0598","Metodologia para avaliação, monitoramento e controle da efetividade de programas e ações ambientais decorrentes do licenciamento ambiental de projetos de geração hidrelétrica.","nenhuma categoria encontrada",6.1,"sim"
"1579","ANEEL-PD-04951-0603","Desenvolvimento de metodologia de investigação e monitoramento, por método geofísico, do fluxo de água que percola através do maciço e da fundação de barragens de terra e enrocamento.","nenhuma categoria encontrada",6.2,"sim"
"1580","ANEEL-PD-00037-0034","Desenvolvimento de uma inovadora ferramenta computacional para coordenação automática e ajuste de proteções em sistemas de alta tensão","""3.1"", ""6.2""",6.2,"sim"
"1581","ANEEL-PD-00040-0023","Lote pioneiro do aferidor de medidores de energia elétrica sem interrupção no fornecimento","nenhuma categoria encontrada",6.2,"sim"
"1582","ANEEL-PD-04950-0620","DroneSCAN - Detecção de Anomalias no Sistema de Transmissão e Distribuição com uso de VANTs, câmeras, termocâmeras e processamento inteligente de imagens.","6.2",6.2,"sim"
"1583","ANEEL-PD-00037-0031","Inteligência computacional para identificar a predisposição de consumidores de distribuidora de energia elétrica à proposição de ações judiciais.","nenhuma categoria encontrada",6.2,"sim"
"1584","ANEEL-PD-00037-0032","Autoleitura de consumo de energia elétrica com auto-auditoria periódica baseados em processamento de imagem e inteligência computacional - AutoSILEM","nenhuma categoria encontrada",6.2,"sim"
"1585","ANEEL-PD-00382-0118","Desenvolvimento de Ferramenta de Gestão Energética (Hardware e Software) de baixo custo para aplicações em clientes de poder público e comerciais","nenhuma categoria encontrada",6.2,"sim"
"1586","ANEEL-PD-00063-3046","PA3046 - DESENVOLVIMENTO DE PLATAFORMA DE MEDIÇÃO INTELIGENTE COM CYBERSECURITY, BUSINESS INTELLIGENCE E BIG DATA","nenhuma categoria encontrada",6.2,"sim"
"1587","ANEEL-PD-00394-1709","Otimização do modelo meteorológico BRAMS, com validação experimental, para subsidiar aperfeiçoamentos de modelagens em sistemas eólicos","7.1",7.1,"sim"
"1588","ANEEL-PD-00390-1084","Estudo de Impacto de Usinas Fotovoltaicas na REDE do Campus da USP com Sistema de Armazenamento de Energia","""6.2"", ""6.3""",6.3,"sim"
"1589","ANEEL-PD-00063-3042","PA3042 - PROPOSTA DE NOVO FORMATO DE LEILÃO COMBINATÓRIO ENVOLVENDO EMPREENDIMENTOS DE GERAÇÃO E TRANSMISSÃO","7.1",7.1,"sim"
"1590","ANEEL-PD-00678-0118","Solução Ambiental para Retenção de Vazamento de Óleo de Transformadores","2.1",6.1,"sim"
"1591","ANEEL-PD-00063-3045","DE3045 - APLICAÇÃO DE TÉCNICAS DE MACHINE LEARNING PARA MANUTENÇÃO PREDITIVA EM USINAS HIDRELÉTRICAS E FONTES RENOVÁVEIS","6.2",6.2,"sim"
"1592","ANEEL-PD-00031-0005","Sistema IOT- Cloud de Medição Centralizada de Energia Voltado à Rede da CEA.","6.2",6.2,"sim"
"1593","ANEEL-PD-00382-0119","Desenvolvimento de metodologia e aplicativo computacional de cálculo segmentado do balanço energético e perdas para direcionamento de ações de melhoria","nenhuma categoria encontrada",6.2,"sim"
"1594","ANEEL-PD-02651-0016","Desenvolvimento de um sistema de monitoramento de qualidade de energia e tomada de decisões em linhas de transmissão","6.2",6.2,"sim"
"1595","ANEEL-PD-00047-0083","Desenvolvimento de Tecnologia para Inserção de Microrrede em Sistemas Isolados","7.1",7.1,"sim"
"1596","ANEEL-PD-00391-0036","Laboratório Smart Grid - Desenvolvimento de funcionalidades inovadoras para Redes Elétricas Inteligentes e validação das soluções por meio de testes sistêmicos em ambiente controlado.","6.2",6.2,"sim"
"1597","ANEEL-PD-04951-0618","Adequação do Sistema de Realidade Virtual da Cemig para a Integração com Recursos de Inspeção por Imagens em Tempo Real e Treinamento Conjunto das Equipes de Campo e do COS","6.2",6.2,"sim"
"1598","ANEEL-PD-08795-0001","Aperfeiçoamentos Regulatórios para Introdução de uma Bolsa de Energia e de uma Clearing House","nenhuma categoria encontrada",7.1,"sim"
"1599","ANEEL-PD-05697-1418","Ferragens Metálicas para Uso em Redes Aéreas, Situadas em Regiões Críticas de Agressividade, Incluindo a Orla Marinha","nenhuma categoria encontrada",6.2,"sim"
"1600","ANEEL-PD-05697-1718","OBTENÇÃO DE NOVOS MATERIAIS ORGÂNICOS PARA A CONFECÇÃO DE DIODOS ORGÂNICOS EMISSORES DE LUZ (OLED's) E CÉLULAS SOLARES","6.2",1.2,"sim"
"1601","ANEEL-PD-05697-0818","Aplicação da Teoria da Economia Comportamental no Âmbito da Inserção dos Prosumers no Mercado de Energia Elétrica - Caso Celesc","7.1",7.1,"sim"
"1602","ANEEL-PD-00063-3048","PA3048 Met. de proc. de dados e de computação de alto desempenho para acelerar a análise de perdas técnicas via BDGD e OpenDSS","nenhuma categoria encontrada",6.2,"sim"
"1603","ANEEL-PD-00063-3043","PA3043 - Laboratório Vivo de Mobilidade Elétrica para Transporte Coletivo na UNICAMP: Integração de Eletroposto Sustentável, Monitoramento Amplo e Conectividade em Tempo Real","""6.2"", ""7.1""",7.1,"sim"
"1604","ANEEL-PD-00063-3047","PA3047 CONTROLE DE TENSÃO E COMPENSAÇÃO DE POTÊNCIA REATIVA EM REDES COM ELEVADA PENETRAÇÃO DE MICROGERAÇÃO","""6.2"", ""7.1""",7.1,"sim"
"1605","ANEEL-PD-04835-0058","Nova Metodologia para Aferição do Desempenho de Linhas de Transmissão frente a Descargas Atmosféricas, baseada na medição da Impedância Impulsiva de Pé de Torre e sua Aplicação a uma Linha Real","6.2",6.2,"sim"
"1606","ANEEL-PD-00063-3044","Inserção de Mercado do Poste Autoaterrado","6.2",6.2,"sim"
"1607","ANEEL-PD-06491-0455","SISTEMA PARA DETERMINAÇÃO AUTOMÁTICA DO ESTADO E TEMPERATURA DE CHAVES SECCIONADORAS EM SES","""3.1"", ""6.2""",6.2,"sim"
"1608","ANEEL-PD-05697-0918","Subestação de Distribuição  Compacta Isolada a Ar de 138 kV de Baixo Impacto Socioambiental","nenhuma categoria encontrada",6.2,"sim"
"1609","ANEEL-PD-04950-0617","Desenvolvimento de religadores automáticos para identificação de faltas de alta impedância ( CABEÇA-DE-SÉRIE )","3.1",6.2,"sim"
"1610","ANEEL-PD-05697-1318","Ferragens Metálicas para Uso em Redes Aéreas, Situadas em Regiões Críticas de Agressividade, Incluindo a Orla Marinha","6.2",6.2,"sim"
"1611","ANEEL-PD-00371-0037","Aplicação de Tecnicas de Machine Learning para Inspeção de Rede e elementos de Distribuição em ate 138KV","6.2",6.2,"sim"
"1612","ANEEL-PD-00037-0035","Aplicacão de Machine Learning para gestão do uso mútuo telecom  e IP na rede de distribuicão de energia.","6.2",6.2,"sim"
"1613","ANEEL-PD-05018-2653","Desenvolvimento de um sistema de monitoramento de transientes em transformadores de corrente","7.1",7.1,"sim"
"1614","ANEEL-PD-05697-1518","DE - Desenvolvimento de integração de plataforma de IoT com o foco no monitoramento da qualidade de energia","6.2",6.2,"sim"
"1615","ANEEL-PD-04951-0612","Importância de trechos de rios livres para o contexto ambiental em regiões de barramento: integrando novas tecnologias para estudo da ictiofauna","nenhuma categoria encontrada",6.1,"sim"
"1616","ANEEL-PD-04950-0614","Definição de parâmetros biométricos dos eletricistas para realização da atividade com segurança.","nenhuma categoria encontrada",6.2,"sim"
"1617","ANEEL-PD-06683-0318","Metodologia de predição da capacidade funcional de transformadores elevadores com desbalanço de carga entre enrolamentos considerando dinâmicas térmicas rápidas e vida útil remanescente","6.2",6.2,"sim"
"1618","ANEEL-PD-00380-0028","Equipamento Rastreador De Curto-Circuito Permanente Em Redes De Distribuição - Cabeça De Série.","6.2",6.2,"sim"
"1619","ANEEL-PD-06072-0663","Scale-Up de Processos Produtivos para Módulos de Efeito Fotovoltaico Orgânicos com a Utilização de Polímeros Semicondutores Impressos","nenhuma categoria encontrada",3.7,"sim"
"1620","ANEEL-PD-00390-1086","Avaliação integrada de geração distribuída, gerenciamento da demanda, monitoramento, qualidade e desempenho da rede, visando otimização de investimentos e regulação tarifária, em rede subterrânea.","6.2",3.7,"sim"
"1621","ANEEL-PD-04951-0616","Desenvolvimento de materiais álcalis ativados com uso de cinzas de bagaço de cana-de-açúcar","3.4",3.4,"sim"
"1622","ANEEL-PD-04950-0619","Monitoramento ambiental por visão computacional aplicado a situações reais","6.2",6.2,"sim"
"1623","ANEEL-PD-04950-0625","Projeto de Implantação Sistema Inteligente de Controle Integrado de Contratos e Obras sob Plataforma Legadas CEMIG.","6.2",6.2,"sim"
"1624","ANEEL-PD-05459-2718","Desenvolvimento de Metodologia de Manutenção em Linha Viva e Avaliação de Confiabilidade sob Poluição de Cadeias de isoladores com Unidades Quebradas para Linhas de Transmissão de UATCC","""6.2"", ""7.1""",7.1,"sim"
"1625","ANEEL-PD-05161-0014","MOIRAS - Monitoramento Integrado de rotina e alerta para Segurança de Barragens","nenhuma categoria encontrada",3.6,"sim"
"1626","ANEEL-PD-00046-0014","Cabeça de Série - Desenvolvimento de um Sistema de Monitoramento Remoto de Chaves Fusíveis","6.2",6.2,"sim"
"1627","ANEEL-PD-00404-1901","Análise fenomenológica da Qualidade do Serviço utilizando os dados da BDGD..e variáveis ambientais..","nenhuma categoria encontrada",6.2,"sim"
"1628","ANEEL-PD-05160-1804","Metodologia Multicritérios e Software Inteligente para Planejamento Otimizado de Manutenção","nenhuma categoria encontrada",6.2,"sim"
"1629","ANEEL-PD-05160-1806","Plataforma Inteligente para Inspeção e Diagnóstico por Imagens Aéreas Multiespectrais aplicada em manutenção de linhas de distribuição.","6.2",6.2,"sim"
"1630","ANEEL-PD-05160-1803","Subestação Subterrânea Hermética, Pressurizada, Automatizada e Isolada","nenhuma categoria encontrada",6.2,"sim"
"1631","ANEEL-PD-05160-1805","Estudo e desenvolvimento piloto de novos modelos de serviços e infraestrutura de TIC voltados ao uso de antenas de telecomunicações da rede de distribuição da CEB alinhados ao cenário de SG e IoT","nenhuma categoria encontrada",6.2,"sim"
"1632","ANEEL-PD-08469-0001","Avaliação e Homologação de Operadores de Subestação Utilizando Simulador para Treinamento baseado em Inteligência Artificial","6.2",6.2,"sim"
"1633","ANEEL-PD-04951-0611","Descomissionamento da PCH Pandeiros: uma experiência inédita na América do Sul","3.6",6.1,"sim"
"1634","ANEEL-PD-04951-0624","Diagnóstico das condições para a desova e o recrutamento das espécies de peixes migradores a montante e a jusante da UHE Três Marias a ser desenvolvido em parceria com Cemig Geração e Transmissão S/A","3.6",6.1,"sim"
"1635","ANEEL-PD-04950-0645","D0645 - Solução para Gestão de Dossiês Técnicos do Grupo CEMIG","nenhuma categoria encontrada",6.2,"sim"
"1636","ANEEL-PD-04951-0635","GT0635-Uso de ferramentas inovadoras para a detecção e monitoramento de peixes em ambientes de água doce","nenhuma categoria encontrada",6.1,"sim"
"1637","ANEEL-PD-04950-0623","Sistema para Medição da Impedância Transitória de Malhas de Aterramento de Estruturas de Linhas de Transmissão utilizando Ondas Impulsivas e Cabos de Pequeno Comprimento - Etapa Final de Ensaios","""3.3"", ""6.2""",6.2,"sim"
"1638","ANEEL-PD-00394-1710","TRANSDUTORES DE NANOTUBOS DE CARBONO-PASTAS DE CIMENTO PARA MONITORAMENTO DE DEFORMAÇÕES ESTÁTICAS E DINÂMICAS EM BARRAGENS DE CONCRETO","nenhuma categoria encontrada",6.2,"sim"
"1639","ANEEL-PD-00068-0043","Simplificando e otimizando a execução de instruções operacionais de forma segura, colaborativa e auditável entre Centros de Operações","nenhuma categoria encontrada",6.2,"sim"
"1640","ANEEL-PD-00385-0067","Projeção de Mercado através de Algortimos Colaborativos","7.1",7.1,"sim"
"1641","ANEEL-PD-00372-0000","Turbinas hidráulicas hidrocinéticas para o aproveitamento do potencial remanescente em usinas hidrelétricas","nenhuma categoria encontrada",3.7,"sim"
"1642","ANEEL-PD-00385-0068","Projeção de Mercado através de Algortimos Colaborativos","7.1",7.1,"sim"
"1643","ANEEL-PD-00385-0066","Projeção de Mercado através de Algortimos Colaborativos","7.1",7.1,"sim"
"1644","ANEEL-PD-00372-9986","Desenvolvimento do lote pioneiro do sistema inteligente de monitoramento de descargas parciais para transformadores de potência.","nenhuma categoria encontrada",NA,"não"
"1645","ANEEL-PD-06585-1902","Materiais Poliméricos para Prolongamento da Vida Útil e Reconstituição de Características Mecânicas de Cruzetas de Madeira","nenhuma categoria encontrada",6.2,"sim"
"1646","ANEEL-PD-00382-0120","Avaliação de condicionantes e de modelos de negócio para a implementação de uma plataforma negocial para comercialização de créditos de energia oriundos de unidades de Geração Distribuída","nenhuma categoria encontrada",3.7,"sim"
"1647","ANEEL-PD-00371-0038","CABEÇA DE SERIE - Monitoramento Dinâmico do Uso de EPI's/EPC's  no Campo Empregando Técnicas de Biometria","nenhuma categoria encontrada",6.2,"sim"
"1648","ANEEL-PD-00037-0036","Definição adaptativa de parâmetros para a crítica da medição do consumo de energia elétrica usando Deep Learning e Survival Analysis","nenhuma categoria encontrada",6.2,"sim"
"1649","ANEEL-PD-00371-0039","Localizador de Faltas de Alta Impedância em Redes Aéreas de Distribuição","""3.1"", ""6.2""",6.2,"sim"
"1650","ANEEL-PD-00037-0037","Desenvolvimento de aplicação de filmes fotovoltaicos orgânicos em lonas tensionadas em diferentes layouts de cobertura e medição de geração de eletricidade nos diferentes ângulos de incidência solar","7.1",3.7,"sim"
"1651","ANEEL-PD-07130-0053","Teleproteção em IEC-61850","nenhuma categoria encontrada",6.2,"sim"
"1652","ANEEL-PD-00382-0121","Identificação de fraudes embutidas por sobreposição de camadas de imagens.","nenhuma categoria encontrada",6.2,"sim"
"1653","ANEEL-PD-05160-1802","Gestão e controle ambientais exigidos pela legislação brasileira, equipamentos elétricos em operação no sistema da CEB, que utilizam óleos sintéticos contendo PCBs ou óleos contaminados por eles.","7.1",6.2,"sim"
"1654","ANEEL-PD-00404-1904","Desenvolvimento de dispositivo com acelerômetro para identificação de fraudes pela movimentação de medidores de energia. Dispositivo captura de status de movimento no medidor via serviço Sigfox","nenhuma categoria encontrada",6.2,"sim"
"1655","ANEEL-PD-00382-0122","Equipamento para Redução de Esforços físicos e de impactos a saúde do Eletricista nos serviços em BT","nenhuma categoria encontrada",6.2,"sim"
"1656","ANEEL-PD-00068-0045","Proposição de uma metodologia para a criação, desenvolvimento e gestão de Ecossistemas de Inovação para o Setor Elétrico","nenhuma categoria encontrada",6.2,"sim"
"1657","ANEEL-PD-02866-0503","SISTEMA AUTOMATIZADO DE CLASSIFICAÇÃO, DETECÇÃO E LOCALIZAÇÃO DE FALTAS DE ALTA IMPEDÂNCIA EM REDES DE DISTRIBUIÇÃO.","""3.1"", ""6.2""",NA,"não"
"1658","ANEEL-PD-04951-0610","Integridade ecológica de lagoas marginais para conservação da biodiversidade do rio São Francisco","nenhuma categoria encontrada",NA,"não"
"1659","ANEEL-PD-04951-0629","Aplicação de métodos quimiométricos multivariados no gerenciamento de bacias hidrográficas: validação e acesso aos dados","nenhuma categoria encontrada",NA,"não"
"1660","ANEEL-PD-06491-0405","METODOLOGIA DE ANÁLISE DENDROECOLÓGICA APLICADA NA DETERMINAÇÃO DO NÍVEL DE INFLUÊNCIA QUE RESERVATÓRIOS ARTIFICIAIS EXERCEM SOBRE O CLIMA LOCAL","7.1",6.1,"sim"
"1661","ANEEL-PD-04950-0638","D0638-Análise da Viabilidade da Energia Fotovoltaica no Brasil em Face do Marco Regulatório da Geração Distribuída no Setor Elétrico Brasileiro - Aneel RN 482/12","nenhuma categoria encontrada",NA,"não"
"1662","ANEEL-PD-04950-0636","D636 - Modelagem Estatístico-Computacional do Modelo de Negócio da Cemig Distribuição Utilizando Bases de Dados e Conhecimento Técnico","nenhuma categoria encontrada",NA,"não"
"1663","ANEEL-PD-07130-0047","Monitoramento inteligente de torres estaiadas utilizando fusão de sensores baseado em IoT.","nenhuma categoria encontrada",NA,"não"
"1664","ANEEL-PD-04951-0633","GT0633-Detecção e avaliação de herbicidas no controle de macrófitas e seus efeitos sobre o meio aquático","nenhuma categoria encontrada",6.1,"sim"
"1665","ANEEL-PD-05697-0618","Sistema de realidade virtual para treinamento de atividades de OeM em redes aéreas de distribuição de energia elétrica","6.2",NA,"não"
"1666","ANEEL-PD-00391-0037","Produção em escala de OPV adesivo, visando otimização de processo produtivo, com instalações em fachada de vidro e cobertura, estudo comparativo de desempenho em distintas localidades e orientações.","nenhuma categoria encontrada",NA,"não"
"1667","ANEEL-PD-04951-0607","Monitoramento Inteligente da Qualidade da Água em Reservatórios Hidrelétricos Através do Desenvolvimento de um Algoritmo Fotogramétrico","nenhuma categoria encontrada",NA,"não"
"1668","ANEEL-PD-05697-1118","Identificador de Fases para Redes de Distribuição de Média e Baixa Tensão","6.2",NA,"não"
"1669","ANEEL-PD-07217-0003","Coordenação robusta da proteção de sobrecorrente em parques eólicos via otimização multicritério","6.2",NA,"não"
"1670","ANEEL-PD-06600-1903","Monitoramento vibro-acústico e de temperatura para detecção, diagnóstico e prognóstico de falhas dos transformadores da rede de distribuição","""3.1"", ""6.2""",NA,"não"
"1671","ANEEL-PD-06491-0421","NOVAS TECNOLOGIAS PARA AUMENTO DA CONFIABILIDADE E VIDA ÚTIL DE TRANSFORMADORES DE POTÊNCIA","nenhuma categoria encontrada",NA,"não"
"1672","ANEEL-PD-07130-0049","Ferramenta para previsão de risco da ocorrência de fenômenos climatológicos e alocação otimizada de recursos para manutenção emergencial de redes","6.2",6.2,"sim"
"1673","ANEEL-PD-00047-0082","Desenvolvimento de tecnologias de armazenamento de energia elétrica para uso em equipamento da rede de distribuição","""6.2"", ""6.3""",NA,"não"
"1674","ANEEL-PD-05707-2018","INSERÇÃO DA GERAÇÃO SOLAR FOTOVOLTAICA URBANA CONECTADA A REDE EM PORTO ALEGRE- FASE II","6.2",NA,"não"
"1675","ANEEL-PD-06491-0329","METODOLOGIA BASEADA EM UTILIZAÇÃO DE MATERIAIS SINTÉTICOS À BASE DE ADITIVOS ORGÂNICOS PARA MELHORAMENTO DA DISSIPAÇÃO DE SURTOS ATMOSFÉRICOS EM LINHAS DE TRANSMISSÃO DE ENERGIA ELÉTRICA.","6.2",NA,"não"
"1676","ANEEL-PD-06491-0419","ESTUDO E AVALIAÇÃO DE LINHAS DE TRANSMISSÃO COMPACTAS COM POTÊNCIA NATURAL ELEVADA, PARA NÍVEIS DE ATÉ 525 KV, 1850 MW","""6.2"", ""7.1""",NA,"não"
"1677","ANEEL-PD-04950-0649","Sistema de Gerenciamento de Recursos Energéticos Distribuídos - Sigred","nenhuma categoria encontrada",NA,"não"
"1678","ANEEL-PD-04950-0650","Inteligência Artificial Aplicada Ao Relacionamento com Clientes.","nenhuma categoria encontrada",6.2,"sim"
"1679","ANEEL-PD-04951-0651","Plataforma de Gestão de Ativos da Cemig Geração e Transmissão","7.1",7.1,"sim"
"1680","ANEEL-PD-04950-0652","COD do Futuro - Plataforma hyper-vision de consciência situacional espaço-tempo integrada baseada em Inteligência Artificial para Operação da Distribuição","nenhuma categoria encontrada",NA,"não"
"1681","ANEEL-PD-06491-0511","SISTEMA DE MONITORAMENTO E AVALIAÇÃO DA REDUÇÃO DA CAPACIDADE DE INTERRUPÇÃO DE DISJUNTORES","6.2",NA,"não"
"1682","ANEEL-PD-04950-0654","Centro Integrado de Ativos de Distribuição","6.2",NA,"não"
"1683","ANEEL-PD-04950-0653","Gestão Inteligente da Cadeia de Fornecedores.","nenhuma categoria encontrada",6.2,"sim"
"1684","ANEEL-PD-02866-0506","MARKETPLACE DESCENTRALIZADO PARA COMERCIALIZAÇÃO DE ENERGIA ELÉTRICA BASEADO EM BLOCKCHAIN","nenhuma categoria encontrada",NA,"não"
"1685","ANEEL-PD-02866-0507","RPA UTILIZANDO MACHINE LEARNING E INTELIGÊNCIA COGNITIVA","nenhuma categoria encontrada",NA,"não"
"1686","ANEEL-PD-00068-0044","Ferramenta inteligente de apoio à decisão em tempo real para Centros de Operações de Transmissão-COT","nenhuma categoria encontrada",NA,"não"
"1687","ANEEL-PD-07130-0046","Desenvolvimento de metodologias multicritérios para criar escala de hierarquização de Transformadores e Reatores, para monitoramento on-line, suportadas por software experimental","nenhuma categoria encontrada",6.2,"sim"
"1688","ANEEL-PD-05697-0518","Drone-Robôs utilizando-se de Deep Learning para Manutenção de Cabos de Alta Tensão","3.1",NA,"não"
"1689","ANEEL-PD-06585-1907","Desenvolvimento de dispositivo quï¿½mico com marcador quï¿½mico para corte de fornecimento de energia a baixo custo - """"Spiderman""""","nenhuma categoria encontrada",NA,"não"
"1690","ANEEL-PD-06491-0389","METODOLOGIA PARA APROVEITAMENTO DE POTENCIAIS REMANESCENTES EM HIDRELÉTRICAS POR MEIO DA UTILIZAÇÃO DE GRUPOS DE BAIXO CUSTO BFT/MIG (BOMBA FUNCIONANDO COMO TURBINA/MOTOR DE INDUÇÃO COMO GERADOR)","1.4",NA,"não"
"1691","ANEEL-PD-02866-0509","VANT E IA COMO SUBSÍDIO PARA GERAÇÃO AUTOMÁTICA DE TRAÇADO ÓTIMO DE LD - PIP 468","7.1",NA,"não"
"1692","ANEEL-PD-02866-0510","AMBIENTE VIRTUAL IMERSIVO E DE MULTIUSUÁRIOS PARA CAPACITAÇÃO DE EQUIPE DE ELETRICISTAS DE MANUTENÇÃO EM REDES DE DISTRIBUIÇÃO","nenhuma categoria encontrada",NA,"não"
"1693","ANEEL-PD-07130-0048","Análise Automática de Ocorrências - Metodologia e Ferramenta para Análise Automática de Ocorrências Utilizando Algoritmos de Aprendizado de Máquina","7.1",NA,"não"
"1694","ANEEL-PD-06585-1906","Transformador de Distribuição Integrado às redes de IoT","6.2",NA,"não"
"1695","ANEEL-PD-02866-0480","MANEJO INTEGRADO DE VEGETAÇÃO EM ABERTURA DE FAIXA DE PASSAGEM EM LINHAS DE DISTRIBUIÇÃO DE ALTA E MÉDIA TENSÃO","3.1",NA,"não"
"1696","ANEEL-PD-04825-0006","Inspeção com drones por meio do acoplamento eletrostático para carregamento de baterias em vôo e uso de aprendizagem de máquina para classificação automática de defeitos","nenhuma categoria encontrada",NA,"não"
"1697","ANEEL-PD-05697-0418","DE - Equipamento móvel de trituração com baixo ruído, equipado com sistema catalisador do resíduo da poda para destinação final à comunidade local como fertilizante biológico.","""3.4"", ""5.2""",NA,"não"
"1698","ANEEL-PD-02651-0017","Inspeção Visual e Térmica de Linhas de Transmissão e Áreas de Concessão - Cabeça de Série","""3.1"", ""6.2""",NA,"não"
"1699","ANEEL-PD-00063-3052","PA3052 - Aplicação Sistemática de Compensação Reativa Série em Redes de Distribuição com Controle e Proteção Automática","""6.2"", ""7.1""",NA,"não"
"1700","ANEEL-PD-02866-0512","REALIDADE AUMENTADA APLICADA A EFICÁCIA DA OPERAÇÃO E MANUTENÇÃO","nenhuma categoria encontrada",NA,"não"
"1701","ANEEL-PD-02866-0515","APLICAÇÕES SMART CITY SOBRE A REDE SMART GRID DE IPIRANGA","6.2",NA,"não"
"1702","ANEEL-PD-05697-0218","Equipamento Inteligente para Medição e Controle Setorizados do Consumo de Energia - Aplicações para Tarifa Branca, Campanha de Medidas, MeV de PEE","nenhuma categoria encontrada",NA,"não"
"1703","ANEEL-PD-00064-1058","Desenvolvimento de Modelos de Negócios na eletromobilidade: uma proposta a partir de plataformas multimodais integradas","nenhuma categoria encontrada",NA,"não"
"1704","ANEEL-PD-00394-1902","Introdução de Tecnologia de Veículo Elétrico no Transporte Público por Ônibus: Soluções Econômicas, Regulatórias e de Modelo de Negócio","nenhuma categoria encontrada",NA,"não"
"1705","ANEEL-PD-00394-0000","Metodologia de Avaliação de Impactos Econômicos e Ambientais da Difusão de Veículos Elétricos no Brasil","7.1",NA,"não"
"1706","ANEEL-PD-00394-1903","Metodologia de Avaliação de Impactos Econômicos e Ambientais da Difusão de Veículos Elétricos no Brasil","7.1",NA,"não"
"1707","ANEEL-PD-00043-0219","Aplicações Ambientalmente Sustentáveis da Mobilidade Elétrica para a ilha de Fernando de Noronha","nenhuma categoria encontrada",NA,"não"
"1708","ANEEL-PD-04951-0726","Veículo hibrido Plug-in para operação com Etanol, GNV, biometano e gasolina","""1.4"", ""2.1"", ""3.4""",NA,"não"
"1709","ANEEL-PD-04950-0724","Veículo Elétrico com Cargas Rápidas Regulares (eCaRR) em BRTs: projeto piloto para demonstração e avaliação de tecnologias","""1.4"", ""6.2""",NA,"não"
